generated_smiles,valid,canonical_smiles,novel_vs_training,desc_mol_weight,desc_logp,desc_tpsa,desc_hbd,desc_hba,desc_rotatable_bonds,desc_ring_count,desc_aromatic_ring_count,desc_heavy_atom_count,desc_fraction_csp3,qed,lipinski_mw_violation,lipinski_logp_violation,lipinski_hbd_violation,lipinski_hba_violation,lipinski_violations,lipinski_compliant,predicted_logS,predicted_solubility_mol_L,n_descriptors_outside_esol_range,inside_esol_descriptor_range,basic_candidate,qed_score,solubility_score,lipinski_score,multiobjective_score,pareto_front,overall_rank
CNS(=O)(=O)c1ccc(Cn2cccc(Cl)c2=O)cc1,True,CNS(=O)(=O)c1ccc(Cn2cccc(Cl)c2=O)cc1,True,312.7780000000001,1.4580999999999995,68.17,1,3,4,2,2,20,0.1538461538461538,0.9290171936140186,False,False,False,False,0,True,-3.057132,0.000876734304938,0,True,True,0.9571067157313707,0.8099126034958601,1.0,0.9141674333026679,True,11
CC(=O)N1CCC(NC(=O)Cc2ccccc2Cl)CC1,True,CC(=O)N1CCC(NC(=O)Cc2ccccc2Cl)CC1,True,294.7820000000001,2.0096,49.41,1,2,3,2,1,20,0.4666666666666667,0.9269489822088832,False,False,False,False,0,True,-3.0442660000000004,0.0009030961690569,0,True,True,0.9517019319227231,0.812672493100276,1.0,0.912701241950322,True,12
O=C(Cn1cc(Br)cn1)Nc1ccccc1F,True,O=C(Cn1cc(Br)cn1)Nc1ccccc1F,True,298.115,2.423400000000001,46.92,1,2,3,2,2,17,0.0909090909090909,0.945685308162688,False,False,False,False,0,True,-3.2920289999999963,0.0005104709121586,0,True,True,0.9974701011959521,0.7478150873965042,1.0,0.9105968261269548,True,13
Cc1[nH]c(=O)n(CC(=O)N(C)c2ccccc2Cl)c1C,True,Cc1[nH]c(=O)n(CC(=O)N(C)c2ccccc2Cl)c1C,True,293.754,2.10964,58.1,1,2,3,2,2,20,0.2857142857142857,0.9420880726620872,False,False,False,False,0,True,-3.286833000000001,0.0005166149859266,0,True,True,0.9886154553817847,0.74942502299908,1.0,0.907175712971481,True,14
COc1ccc(S(=O)(=O)N2CCCC(O)C2)cc1,True,COc1ccc(S(=O)(=O)N2CCCC(O)C2)cc1,True,271.338,0.8406,66.84,1,4,3,2,1,18,0.5,0.8844029706542432,False,False,False,False,0,True,-2.280209966666659,0.0052455379494919,0,True,True,0.8070377184912604,0.9697562097516099,1.0,0.9025816467341305,True,15
CCCOc1ccc(S(=O)(=O)N2CCC(O)CC2)cn1,True,CCCOc1ccc(S(=O)(=O)N2CCC(O)CC2)cn1,True,300.38000000000005,1.0158,79.73,1,5,5,2,1,20,0.6153846153846154,0.8778198031752477,False,False,False,False,0,True,-2.274789133333328,0.0053114227162509,0,True,True,0.7804737810487581,0.9703311867525299,1.0,0.8908291168353266,True,16
CC(C)n1cccc1S(=O)(=O)N1CCC(C(N)=O)c1,True,CC(C)n1cccc1S(=O)(=O)N1CCC(C(N)=O)C1,True,285.369,0.5649000000000001,85.4,1,3,4,2,1,19,0.5833333333333334,0.8770042988455442,False,False,False,False,0,True,-2.2611963333333303,0.0054802915906448,0,True,True,0.7757589696412144,0.9724011039558418,1.0,0.8894319227230911,True,17
CCn1cc(C(=O)NCc2c(C)nn(C)c2)cn1,True,CCn1cc(C(=O)NCc2cn(C)nc2C)cn1,True,247.302,0.8749199999999999,64.74000000000001,1,3,4,2,2,18,0.4166666666666667,0.8717089226802014,False,False,False,False,0,True,-2.1960409523809523,0.0063673547625079,0,True,True,0.7571297148114076,0.9810257589696412,1.0,0.8840673873045077,True,18
CN(C(=O)CN1CCOC(CO)C1)c1ccccc1F,True,CN(C(=O)CN1CCOC(CO)C1)c1ccccc1F,True,282.315,0.4816000000000007,53.010000000000005,1,4,4,2,1,20,0.5,0.8726385621132181,False,False,False,False,0,True,-2.256555666666663,0.0055391653989661,0,True,True,0.7611545538178472,0.9736660533578657,1.0,0.8833026678932843,True,19
CNC(=O)CN(C)S(=O)(=O)c1cccc(F)c1C,True,CNC(=O)CN(C)S(=O)(=O)c1cccc(F)c1C,True,274.317,0.5006200000000001,66.48,1,3,4,1,1,18,0.3636363636363636,0.8691945888827044,False,False,False,False,0,True,-2.1877934666666645,0.0064894297187064,0,True,True,0.7436752529898804,0.9817157313707452,1.0,0.878254369825207,True,20
COCc1ccc(CC(=O)N2CCC(C(N)=O)CC2)o1,True,COCc1ccc(CC(=O)N2CCC(C(N)=O)CC2)o1,True,280.324,0.6924,85.77,1,4,5,2,1,20,0.5714285714285714,0.8595821248009667,False,False,False,False,0,True,-2.1661179999999964,0.006821533244629,0,True,True,0.702506899724011,0.983785648574057,1.0,0.8604530818767249,True,21
CCC(=O)N1CCC(NC(=O)NCc2ncco2)CC1,True,CCC(=O)N1CCC(NC(=O)NCc2ncco2)CC1,True,280.3280000000001,0.8747999999999997,87.47000000000001,2,4,4,2,1,20,0.6153846153846154,0.856538161642033,False,False,False,False,0,True,-2.1360056333333293,0.0073112959977218,0,True,True,0.687557497700092,0.9862005519779209,1.0,0.8545710671573137,True,22
CC(C)NC(=O)c1ccc(-n2cccn2)cc1Br,True,CC(C)NC(=O)c1ccc(-n2cccn2)cc1Br,True,308.179,2.773000000000001,46.92,1,2,3,2,2,18,0.2307692307692307,0.9475455263994916,False,False,False,False,0,True,-3.793013999999998,0.0001610593714934,0,True,True,0.9989650413983441,0.577046918123275,1.0,0.8515006899724011,True,23
CC1CCCC(C)N1S(=O)(=O)N1CCCC(C(N)=O)C1,True,CC1CCCC(C)N1S(=O)(=O)N1CCCC(C(N)=O)C1,True,303.42800000000005,0.691400000000001,83.71000000000001,1,3,3,2,0,20,0.9230769230769232,0.8323649379497449,False,False,False,False,0,True,-1.9970229999999984,0.0100687834370929,0,True,True,0.5711821527138914,0.9948252069917203,1.0,0.8052207911683531,True,24
COc1cc(C2(C(=O)N3CCc4ccccc43)CC2)ccc1O,True,COc1cc(C2(C(=O)N3CCc4ccccc43)CC2)ccc1O,True,309.365,3.0217000000000023,49.77,1,3,3,4,2,23,0.3157894736842105,0.9479150987147356,False,False,False,False,0,True,-4.018473107142868,9.58356058839362e-05,0,True,True,0.999770009199632,0.43790248390064396,1.0,0.8031623735050597,True,25
CCCC1CN(C(=O)c2nc3ccc(F)cc3[nH]2)CC(C)O1,True,CCCC1CN(C(=O)c2nc3ccc(F)cc3[nH]2)CC(C)O1,True,305.35300000000007,2.731600000000001,58.22,1,3,3,3,2,22,0.5,0.9483018776989284,False,False,False,False,0,True,-4.036712942857142,9.189397906397056e-05,0,True,True,1.0,0.42444802207911686,1.0,0.798556807727691,True,26
CN(C)c1ccc(-n2cc(N)cn2)cc1,True,CN(C)c1ccc(-n2cc(N)cn2)cc1,True,202.261,1.5205,47.08,1,3,2,2,2,15,0.1818181818181818,0.802785140420963,False,False,False,False,0,True,-1.977002738095244,0.01054380248822,0,True,True,0.45814167433302666,0.9955151793928243,1.0,0.7545940662373505,True,27
CS(=O)(=O)N1CCC(C(=O)NCC2CCCO2)CC1,True,CS(=O)(=O)N1CCC(C(=O)NCC2CCCO2)CC1,True,290.3850000000001,-0.046799999999999,75.71000000000001,1,4,4,2,0,19,0.9166666666666666,0.7876712626501161,False,False,False,False,0,True,-1.963055999999999,0.0108878969055052,0,True,True,0.38465961361545536,0.9962051517939282,1.0,0.7217686292548298,True,28
CCS(=O)(=O)N1CCCC(C(=O)NCC2COCC2)C1,True,CCS(=O)(=O)N1CCCC(C(=O)NCC2CCOC2)C1,True,304.4120000000001,0.2008000000000007,75.71000000000001,1,4,5,2,0,20,0.9230769230769232,0.7871494223414832,False,False,False,False,0,True,-1.9272186666666644,0.011824460458816,0,True,True,0.38189972401103955,0.9972401103955841,1.0,0.7208889144434223,True,29
CS(=O)(=O)NC1CCN(C(=O)C2CCCO2)CC1,True,CS(=O)(=O)NC1CCN(C(=O)C2CCCO2)CC1,True,276.358,-0.2943999999999991,75.71000000000001,1,4,3,2,0,18,0.9090909090909092,0.7680635322324956,False,False,False,False,0,True,-1.8880216666666667,0.0129413127647942,0,True,True,0.30715271389144433,0.9981600735970562,1.0,0.6875747470101197,True,30
CCOC(=O)N1CC(NC(=O)CC2CCC(=O)N2)CC1,True,CCOC(=O)N1CCC(NC(=O)CC2CCC(=O)N2)C1,True,283.328,0.0021000000000011,87.74000000000001,2,4,4,2,0,20,0.7692307692307693,0.7600890657979201,False,False,False,False,0,True,-1.8148670666666635,0.0153155618445251,0,True,True,0.2847286108555658,0.99942502299908,1.0,0.6779266329346826,True,31
N#CCCC(O)Cn1cccn1,True,N#CCCC(O)Cn1cccn1,True,165.196,0.5477799999999999,61.84,1,3,4,1,1,12,0.5,0.7081588950356974,False,False,False,False,0,True,-1.784980860317461,0.0164066207681073,0,True,True,0.15087396504139836,0.999540018399264,1.0,0.6177322907083715,True,32
Cc1nnnn1CC(=O)NCCc1c(CO)cnn1C,True,Cc1nnnn1CC(=O)NCCc1c(CO)cnn1C,True,279.304,-1.433779999999999,110.75,2,6,6,2,2,20,0.5454545454545454,0.6701703692711627,False,False,False,False,0,True,-1.773683999999999,0.0168389884867067,0,True,True,0.09786108555657774,0.999655013799448,1.0,0.5939167433302668,True,33
CNC(=O)CCNS(=O)(=O)N1CCOCC1,True,CNC(=O)CCNS(=O)(=O)N1CCOCC1,True,251.30799999999996,-1.7108999999999976,87.74000000000001,2,4,5,1,0,16,0.875,0.6087984193770756,False,False,False,False,0,True,-1.6029808666666674,0.0249470463154879,0,True,True,0.04611315547378105,0.999885004599816,1.0,0.5707106715731372,True,34
CC(=O)NCCNC(=O)CN(C)S(C)(=O)=O,True,CC(=O)NCCNC(=O)CN(C)S(C)(=O)=O,True,251.308,-1.869899999999998,95.58,2,4,6,0,0,16,0.75,0.5405965678636119,False,False,False,False,0,True,-1.475653785714288,0.0334461562472757,0,True,True,0.010349586016559338,1.0,1.0,0.5546573137074517,True,35
