generated_smiles,valid,canonical_smiles,novel_vs_training,desc_mol_weight,desc_logp,desc_tpsa,desc_hbd,desc_hba,desc_rotatable_bonds,desc_ring_count,desc_aromatic_ring_count,desc_heavy_atom_count,desc_fraction_csp3,qed,lipinski_mw_violation,lipinski_logp_violation,lipinski_hbd_violation,lipinski_hba_violation,lipinski_violations,lipinski_compliant,predicted_logS,predicted_solubility_mol_L,n_descriptors_outside_esol_range,inside_esol_descriptor_range,basic_candidate,qed_score,solubility_score,lipinski_score,multiobjective_score,pareto_front,overall_rank,max_similarity_to_previous_selected,diverse_rank
CS(=O)(=O)N1CCC(C(=O)NCC2CCCO2)CC1,True,CS(=O)(=O)N1CCC(C(=O)NCC2CCCO2)CC1,True,290.3850000000001,-0.046799999999999,75.71000000000001,1,4,4,2,0,19,0.9166666666666666,0.7876712626501161,False,False,False,False,0,True,-1.963055999999999,0.0108878969055052,0,True,True,0.38465961361545536,0.9962051517939282,1.0,0.7217686292548298,True,28,0.46296296296296297,28
CCS(=O)(=O)N1CCCC(C(=O)NCC2COCC2)C1,True,CCS(=O)(=O)N1CCCC(C(=O)NCC2CCOC2)C1,True,304.4120000000001,0.2008000000000007,75.71000000000001,1,4,5,2,0,20,0.9230769230769232,0.7871494223414832,False,False,False,False,0,True,-1.9272186666666644,0.011824460458816,0,True,True,0.38189972401103955,0.9972401103955841,1.0,0.7208889144434223,True,29,0.40350877192982454,29
CS(=O)(=O)NC1CCN(C(=O)C2CCCO2)CC1,True,CS(=O)(=O)NC1CCN(C(=O)C2CCCO2)CC1,True,276.358,-0.2943999999999991,75.71000000000001,1,4,3,2,0,18,0.9090909090909092,0.7680635322324956,False,False,False,False,0,True,-1.8880216666666667,0.0129413127647942,0,True,True,0.30715271389144433,0.9981600735970562,1.0,0.6875747470101197,True,30,0.35185185185185186,30
CCOC(=O)N1CC(NC(=O)CC2CCC(=O)N2)CC1,True,CCOC(=O)N1CCC(NC(=O)CC2CCC(=O)N2)C1,True,283.328,0.0021000000000011,87.74000000000001,2,4,4,2,0,20,0.7692307692307693,0.7600890657979201,False,False,False,False,0,True,-1.8148670666666635,0.0153155618445251,0,True,True,0.2847286108555658,0.99942502299908,1.0,0.6779266329346826,True,31,0.30158730158730157,31
N#CCCC(O)Cn1cccn1,True,N#CCCC(O)Cn1cccn1,True,165.196,0.5477799999999999,61.84,1,3,4,1,1,12,0.5,0.7081588950356974,False,False,False,False,0,True,-1.784980860317461,0.0164066207681073,0,True,True,0.15087396504139836,0.999540018399264,1.0,0.6177322907083715,True,32,0.1864406779661017,32
Cc1nnnn1CC(=O)NCCc1c(CO)cnn1C,True,Cc1nnnn1CC(=O)NCCc1c(CO)cnn1C,True,279.304,-1.433779999999999,110.75,2,6,6,2,2,20,0.5454545454545454,0.6701703692711627,False,False,False,False,0,True,-1.773683999999999,0.0168389884867067,0,True,True,0.09786108555657774,0.999655013799448,1.0,0.5939167433302668,True,33,0.2361111111111111,33
CNC(=O)CCNS(=O)(=O)N1CCOCC1,True,CNC(=O)CCNS(=O)(=O)N1CCOCC1,True,251.30799999999996,-1.7108999999999976,87.74000000000001,2,4,5,1,0,16,0.875,0.6087984193770756,False,False,False,False,0,True,-1.6029808666666674,0.0249470463154879,0,True,True,0.04611315547378105,0.999885004599816,1.0,0.5707106715731372,True,34,0.2641509433962264,34
CC(=O)NCCNC(=O)CN(C)S(C)(=O)=O,True,CC(=O)NCCNC(=O)CN(C)S(C)(=O)=O,True,251.308,-1.869899999999998,95.58,2,4,6,0,0,16,0.75,0.5405965678636119,False,False,False,False,0,True,-1.475653785714288,0.0334461562472757,0,True,True,0.010349586016559338,1.0,1.0,0.5546573137074517,True,35,0.28,35
CC1CCN(S(=O)(=O)c2ccc(C(N)=O)cc2)CC1,True,CC1CCN(S(=O)(=O)c2ccc(C(N)=O)cc2)CC1,True,282.36500000000007,1.2061000000000004,80.47,1,3,3,2,1,19,0.4615384615384615,0.9043672341198288,False,False,False,False,0,True,-2.456153366666661,0.0034982160927977,0,True,True,0.8771849126034958,0.9423873045078197,1.0,0.9245687672493099,False,36,0.38,36
Cc1nn(C)c(C)c1S(=O)(=O)CC(=O)Nc1nccs1,True,Cc1nn(C)c(C)c1S(=O)(=O)CC(=O)Nc1nccs1,True,314.392,0.9058399999999996,93.95,1,6,4,2,2,20,0.3636363636363636,0.9048351962371436,False,False,False,False,0,True,-2.490577999999996,0.00323163274474,0,True,True,0.8790248390064398,0.9362925482980681,1.0,0.9232635694572218,False,37,0.24242424242424243,37
COc1nn(C)cc1C(=O)Nc1ccc(F)cc1C,True,COc1nn(C)cc1C(=O)Nc1ccc(F)cc1C,True,263.272,2.12852,56.150000000000006,1,3,3,2,2,19,0.2307692307692307,0.922505458370232,False,False,False,False,0,True,-2.8675899999999928,0.0013564693964118,0,True,True,0.9395124195032198,0.8549908003679852,1.0,0.9220273689052436,False,38,0.26153846153846155,38
Cc1nc(NC(=O)Cn2ccccc2=O)sc1C,True,Cc1nc(NC(=O)Cn2ccccc2=O)sc1C,True,263.322,1.56034,63.99,1,4,3,2,2,18,0.25,0.9136520765202978,False,False,False,False,0,True,-2.7456733333333267,0.00179608409345,0,True,True,0.9108785648574057,0.8840846366145354,1.0,0.91932497700092,False,39,0.2711864406779661,39
Cc1nc2ccc(Cl)cc2n1CC(O)COC,True,COCC(O)Cn1c(C)nc2ccc(Cl)cc21,True,254.717,2.00542,47.28,1,3,4,2,2,17,0.4166666666666667,0.9079895405647672,False,False,False,False,0,True,-2.6369349999999923,0.0023070924608674,0,True,True,0.890064397424103,0.9099586016559338,1.0,0.9190144894204231,False,40,0.23076923076923078,40
COc1ccc(S(=O)(=O)Nc2ccn(C)n2)cc1C,True,COc1ccc(S(=O)(=O)Nc2ccn(C)n2)cc1C,True,281.33700000000005,1.5379199999999995,73.22,1,4,4,2,2,19,0.25,0.9222181897153297,False,False,False,False,0,True,-2.929680333333329,0.0011757626680313,0,True,True,0.9387074517019319,0.8406163753449862,1.0,0.9166340846366146,False,41,0.265625,41
Cc1cc2c(N)cc(CCC(=O)N3CCOCC3)cn2n1,True,Cc1cc2c(N)cc(CCC(=O)N3CCOCC3)cn2n1,True,288.35099999999994,1.01632,72.86,1,4,3,3,2,21,0.4666666666666667,0.914806503932692,False,False,False,False,0,True,-2.804658666666663,0.0015679829406459,0,True,True,0.9151333946642134,0.8693652253909844,1.0,0.9160878564857404,False,42,0.2222222222222222,42
COCc1cc(C(=O)N2CCCC(C(N)=O)C2)c(C)s1,True,COCc1cc(C(=O)N2CCCC(C(N)=O)C2)c(C)s1,True,296.39199999999994,1.5404199999999997,72.63,1,4,4,2,1,20,0.5714285714285714,0.9157193670096456,False,False,False,False,0,True,-2.8179155333333354,0.0015208432923482,0,True,True,0.9175482980680773,0.8654553817847286,1.0,0.9158061177552896,False,43,0.3870967741935484,43
CN1CCN(C(=O)NCCc2ccccc2C#N)CC1,True,CN1CCN(C(=O)NCCc2ccccc2C#N)CC1,True,272.35200000000003,1.0577799999999995,59.37,1,3,3,2,1,20,0.4666666666666667,0.894727562453356,False,False,False,False,0,True,-2.3874049047619006,0.0040982183657798,0,True,True,0.8480910763569457,0.9544618215271389,1.0,0.9157026218951241,False,44,0.2786885245901639,44
Cc1ccc(C2(NC(=O)Cn3cncn3)CCO2)cc1,True,Cc1ccc(C2(NC(=O)Cn3cncn3)CCO2)cc1,True,272.308,0.97602,69.04,1,4,4,3,2,20,0.3571428571428571,0.9003476712460269,False,False,False,False,0,True,-2.5264179999999987,0.0029756510444017,0,True,True,0.8625804967801288,0.9311177552897885,1.0,0.9140524379024839,False,45,0.43103448275862066,45
O=C(COc1ccc(Cl)cc1)N1CCCC(O)C1,True,O=C(COc1ccc(Cl)cc1)N1CCCC(O)C1,True,269.728,1.7021,49.77,1,3,3,2,1,18,0.4615384615384615,0.9087128127391172,False,False,False,False,0,True,-2.714243999999995,0.0019308831826433,0,True,True,0.8927092916283349,0.891674333026679,1.0,0.9138051977920882,False,46,0.37037037037037035,46
CC(C)(C)NC(=O)c1ccc(=O)n(Cc2ncccn2)c1,True,CC(C)(C)NC(=O)c1ccc(=O)n(Cc2ncccn2)c1,True,286.335,1.2148999999999996,76.88,1,4,3,2,2,21,0.3333333333333333,0.9198988297886392,False,False,False,False,0,True,-2.932280666666661,0.0011687438358184,0,True,True,0.9306577736890524,0.8400413983440662,1.0,0.9128104875804968,False,47,0.25396825396825395,47
O=c1cc(-c2ccc3c(c2)OCCCO3)nnn1CCCO,True,O=c1cc(-c2ccc3c(c2)OCCCO3)nnn1CCCO,True,303.31800000000004,0.8489999999999993,86.47000000000001,1,6,4,3,2,22,0.4,0.9008262580052986,False,False,False,False,0,True,-2.565702999999994,0.0027182975894617,0,True,True,0.8639604415823368,0.9243330266789328,1.0,0.912298758049678,False,48,0.16176470588235295,48
CC(C)Cn1nccc1CNC(=O)N1CCCS1(=O)=O,True,CC(C)Cn1nccc1CNC(=O)N1CCCS1(=O)=O,True,300.384,0.7842000000000005,84.30000000000001,1,4,4,2,1,20,0.6666666666666666,0.8904625067365328,False,False,False,False,0,True,-2.320297966666664,0.0047830181990287,0,True,True,0.8337166513339467,0.9632014719411224,1.0,0.9122930082796687,False,49,0.2328767123287671,49
CNC(=O)C1CCN(C(=O)CCc2cccs2)CC1,True,CNC(=O)C1CCN(C(=O)CCc2cccs2)CC1,True,280.3930000000001,1.6652999999999998,49.41,1,3,4,2,1,19,0.5714285714285714,0.9117401528001956,False,False,False,False,0,True,-2.7996579999999995,0.0015861417622031,0,True,True,0.9054737810487581,0.8704001839926403,1.0,0.9121032658693653,False,50,0.32786885245901637,50
COc1c(Cl)cccc1NC(=O)C1CC(=O)N(C)C1,True,COc1c(Cl)cccc1NC(=O)C1CC(=O)N(C)C1,True,282.72700000000003,1.7653999999999996,58.64,1,3,3,2,1,19,0.3846153846153846,0.9190277339268194,False,False,False,False,0,True,-2.92402,0.0011911871505687,0,True,True,0.9274379024839007,0.8418813247470102,1.0,0.9120055197792087,False,51,0.25396825396825395,51
O=C(NCC(=O)N1CCCC1)c1ccn(-c2ccccc2)n1,True,O=C(NCC(=O)N1CCCC1)c1ccn(-c2ccccc2)n1,True,298.346,1.2244999999999993,67.23,1,3,4,3,2,22,0.3125,0.9227541722919717,False,False,False,False,0,True,-2.993194333333329,0.0010157940547731,0,True,True,0.9397424103035878,0.8248620055197792,1.0,0.9115857865685373,False,52,0.23076923076923078,52
O=C(NCCc1cc(Cl)ccn1)c1cccnc1,True,O=C(NCCc1cc(Cl)ccn1)c1cccnc1,True,261.712,2.1025,54.88,1,3,4,2,2,18,0.1538461538461538,0.917062507787186,False,False,False,False,0,True,-2.9050009999999915,0.0012445117461739,0,True,True,0.922148114075437,0.8469411223551058,1.0,0.9113960441582336,False,53,0.265625,53
Cc1nc(C)n(CC(=O)Nc2cc(C(C)C)ncn2)n1,True,Cc1nc(C)n(CC(=O)Nc2cc(C(C)C)ncn2)n1,True,274.328,1.4470399999999997,85.59,1,5,4,2,2,20,0.4615384615384615,0.911533334649928,False,False,False,False,0,True,-2.80385,0.0015709052821083,0,True,True,0.9044388224471022,0.8695952161913524,1.0,0.9113557957681693,False,54,0.24242424242424243,54
Cc1cc(C)c(C(=O)NCCN2CCCCC2=O)n1C,True,Cc1cc(C)n(C)c1C(=O)NCCN1CCCCC1=O,True,277.368,1.3842399999999997,54.34,1,2,4,2,1,20,0.6,0.9038060314259094,False,False,False,False,0,True,-2.6543270000000003,0.0022165268677946,0,True,True,0.875344986200552,0.906278748850046,1.0,0.9111028058877646,False,55,0.208955223880597,55
COc1ccccc1CNC(=O)c1ccc(=O)n(C)c1,True,COc1ccccc1CNC(=O)c1ccc(=O)n(C)c1,True,272.304,1.3239,60.33,1,3,4,2,2,20,0.2,0.9129284294096996,False,False,False,False,0,True,-2.8373476666666617,0.0014542944051332,0,True,True,0.9093836246550138,0.8615455381784729,1.0,0.9107635694572216,False,56,0.3220338983050847,56
O=C(Cn1cc(Br)cn1)Nc1cccnc1,True,O=C(Cn1cc(Br)cn1)Nc1cccnc1,True,281.113,1.6792999999999998,59.81,1,3,3,2,2,16,0.1,0.930718217922613,False,False,False,False,0,True,-3.120923999999992,0.0007569653496929,0,True,True,0.9622815087396505,0.7927782888684453,1.0,0.9104990800367985,False,57,0.574468085106383,57
NC(=O)C1CCCN(S(=O)(=O)c2ccc(F)c(Cl)c2)C1,True,NC(=O)C1CCCN(S(=O)(=O)c2ccc(F)c(Cl)c2)C1,True,320.773,1.3651000000000002,80.47,1,3,3,2,1,20,0.4166666666666667,0.9128932074070067,False,False,False,False,0,True,-2.8456005333333296,0.0014269194792564,0,True,True,0.9091536338546458,0.860050597976081,1.0,0.9101368445262188,False,58,0.42592592592592593,58
CCNc1ccc(S(=O)(=O)N2CCOCC2C)cc1,True,CCNc1ccc(S(=O)(=O)N2CCOCC2C)cc1,True,284.3809999999999,1.5277999999999994,58.64,1,4,4,2,1,19,0.5384615384615384,0.910662125740828,False,False,False,False,0,True,-2.794425000000001,0.0016053694716457,0,True,True,0.9004139834406624,0.8710901563937442,1.0,0.9100678472861086,False,59,0.2857142857142857,59
CC(=O)N1CCCCC1C(=O)NCCc1ccccc1,True,CC(=O)N1CCCCC1C(=O)NCCc1ccccc1,True,274.364,1.7462999999999993,49.41,1,2,4,2,1,20,0.5,0.909022815873599,False,False,False,False,0,True,-2.7747860000000006,0.0016796314580363,0,True,True,0.8942042318307267,0.8779898804047838,1.0,0.9096883624655012,False,60,0.3220338983050847,60
O=S(=O)(NCc1cccnn1)N1CCc2ccccc21,True,O=S(=O)(NCc1cccnn1)N1CCc2ccccc21,True,290.348,0.8736999999999997,75.19,1,4,4,3,2,20,0.2307692307692307,0.9064898220110728,False,False,False,False,0,True,-2.729749333333326,0.0018631622088189,0,True,True,0.8840846366145354,0.8879944802207912,1.0,0.9086361545538177,False,61,0.22857142857142856,61
Cc1ncc(CNC(=O)c2c(C)ccc3c2OCC3)n(C)c1=O,True,Cc1ccc2c(c1C(=O)NCc1cnc(C)c(=O)n1C)OCC2,True,313.3570000000001,1.2620399999999998,73.22,1,4,3,3,2,23,0.3529411764705882,0.9257376574811056,False,False,False,False,0,True,-3.081208666666663,0.0008294521426009,0,True,True,0.9492870285188593,0.8040478380864765,1.0,0.9085959061637534,False,62,0.2638888888888889,62
CCCNS(=O)(=O)c1cc(F)ccc1Br,True,CCCNS(=O)(=O)c1cc(F)ccc1Br,True,296.16099999999994,2.2765000000000004,46.17,1,2,4,1,1,15,0.3333333333333333,0.9262202306379173,False,False,False,False,0,True,-3.084861399999998,0.0008225051009403,0,True,True,0.9499770009199632,0.8030128794848206,1.0,0.9085441582336706,False,63,0.22641509433962265,63
CCn1ncc(C(=O)N(C)Cc2csc(=O)[nH]2)c1CC,True,CCc1c(C(=O)N(C)Cc2csc(=O)[nH]2)cnn1CC,True,294.38000000000005,1.4874,70.99000000000001,1,4,5,2,2,20,0.4615384615384615,0.9078444365228454,False,False,False,False,0,True,-2.765733333333332,0.0017150100393549,0,True,True,0.8890294388224471,0.8802897884084636,1.0,0.9081646734130635,False,64,0.27941176470588236,64
O=C(CN1CCOCC1)Nc1ccc(C(F)(F)F)cc1,True,O=C(CN1CCOCC1)Nc1ccc(C(F)(F)F)cc1,True,288.269,1.9761,41.57,1,3,3,2,1,20,0.4615384615384615,0.9243905094285332,False,False,False,False,0,True,-3.0619440000000004,0.0008670736731614,0,True,True,0.9448022079116836,0.8083026678932843,1.0,0.9080669273229072,False,65,0.5106382978723404,65
CCC(=O)N1CCC(C(=O)NCc2c(C)nn(C)c2C)CC1,True,CCC(=O)N1CCC(C(=O)NCc2c(C)nn(C)c2C)CC1,True,306.4100000000001,1.3017399999999997,67.23,1,3,4,2,1,22,0.6875,0.911572612437512,False,False,False,False,0,True,-2.848675071428569,0.001416853438794,0,True,True,0.9045538178472861,0.858900643974241,1.0,0.9076644434222632,False,66,0.36507936507936506,66
Cc1ccc(-n2nnc(C#N)c2CC(=O)NC2CC2)cc1,True,Cc1ccc(-n2nnc(C#N)c2CC(=O)NC2CC2)cc1,True,281.319,1.2685,83.6,1,4,4,3,2,21,0.3333333333333333,0.9143179016685224,False,False,False,False,0,True,-2.900477999999998,0.0012575405558252,0,True,True,0.9132934682612696,0.8475160993560258,1.0,0.9076126954921804,False,67,0.30158730158730157,67
