generated_smiles,valid,canonical_smiles,novel_vs_training,desc_mol_weight,desc_logp,desc_tpsa,desc_hbd,desc_hba,desc_rotatable_bonds,desc_ring_count,desc_aromatic_ring_count,desc_heavy_atom_count,desc_fraction_csp3,qed,lipinski_mw_violation,lipinski_logp_violation,lipinski_hbd_violation,lipinski_hba_violation,lipinski_violations,lipinski_compliant,predicted_logS,predicted_solubility_mol_L,n_descriptors_outside_esol_range,inside_esol_descriptor_range,basic_candidate
O=C(NC1CCc2cccnc21)c1ccc(OC(F)F)cc1,True,O=C(NC1CCc2cccnc21)c1ccc(OC(F)F)cc1,True,304.296,3.1003000000000016,51.22,1,3,4,3,2,22,0.25,0.9440295210061107,False,False,False,False,0,True,-4.080481857142868,8.308414267700104e-05,0,True,True
COc1ccc(-c2cc(CCO)nn2C)cc1C(F)(F)F,True,COc1ccc(-c2cc(CCO)nn2C)cc1C(F)(F)F,True,300.28,2.649300000000001,47.28,1,3,4,2,2,21,0.35714285714285715,0.9440225976423191,False,False,False,False,0,True,-4.000550333333334,9.98733613215858e-05,0,True,True
O=C(Nc1ccccc1N1CCOCC1)Oc1cccc(F)c1,True,O=C(Nc1ccccc1N1CCOCC1)Oc1cccc(F)c1,True,316.33199999999994,3.273200000000002,50.80000000000001,1,4,3,3,2,23,0.23529411764705882,0.9440147371338133,False,False,False,False,0,True,-4.327150690476204,4.708139361418076e-05,0,True,True
O=C(CN1CCc2ccccc21)Nc1ccc(Cl)cn1,True,O=C(CN1CCc2ccccc21)Nc1ccc(Cl)cn1,True,287.75000000000006,2.7362,45.230000000000004,1,3,3,3,2,20,0.2,0.943998843090776,False,False,False,False,0,True,-4.082260166666669,8.27446328615232e-05,0,True,True
CCS(=O)(=O)c1ccc(C(=O)Nc2ccccc2C)cc1,True,CCS(=O)(=O)c1ccc(C(=O)Nc2ccccc2C)cc1,True,303.38300000000004,3.0409200000000016,63.24,1,3,4,2,2,21,0.1875,0.9439317391619763,False,False,False,False,0,True,-4.135579800000009,7.318468367030728e-05,0,True,True
Cc1ccc(CC(=O)Nc2nccs2)cc1Br,True,Cc1ccc(CC(=O)Nc2nccs2)cc1Br,True,311.20400000000006,3.395220000000002,41.99,1,3,3,2,2,17,0.16666666666666666,0.9438086122842345,False,False,False,False,0,True,-4.405416000000008,3.931732840087789e-05,0,True,True
CC(C)C(NC(=O)c1cn(-c2ccccc2)nn1)C(C)(C)C,True,CC(C)C(NC(=O)c1cn(-c2ccccc2)nn1)C(C)(C)C,True,300.40600000000006,3.067800000000002,59.81,1,3,4,2,2,22,0.47058823529411764,0.9436917420390508,False,False,False,False,0,True,-4.195266800000009,6.378715023887237e-05,0,True,True
Cc1cc(C(F)(F)F)nn1CC(=O)NCc1ccccc1C,True,Cc1ccccc1CNC(=O)Cn1nc(C(F)(F)F)cc1C,True,311.307,2.8351400000000018,46.92,1,2,4,2,2,22,0.3333333333333333,0.9435984690188011,False,False,False,False,0,True,-4.187370000000004,6.495760440124693e-05,0,True,True
Cc1ccccc1-c1csc(CN2CCCC(C(N)=O)C2)n1,True,Cc1ccccc1-c1csc(CN2CCCC(C(N)=O)C2)n1,True,315.442,2.8158200000000004,59.22,1,4,4,3,2,22,0.4117647058823529,0.9435774409577435,False,False,False,False,0,True,-4.190830907142862,6.444201220970077e-05,0,True,True
COC(C(O)c1cccc2ccccc12)C(=O)N1CCCC1,True,COC(C(=O)N1CCCC1)C(O)c1cccc2ccccc12,True,299.37000000000006,2.5106,49.769999999999996,1,3,4,3,2,22,0.3888888888888889,0.9434844914279754,False,False,False,False,0,True,-3.8687583333333286,0.0001352825144245862,0,True,True
Cc1c(C(=O)N2CCCC(O)C2)c(C)n(Cc2ccsc2)n1,True,Cc1nn(Cc2ccsc2)c(C)c1C(=O)N1CCCC(O)C1,True,319.43000000000006,2.20664,58.36,1,4,3,3,2,22,0.5,0.9434270716525053,False,False,False,False,0,True,-3.9000322500000038,0.0001258831929517034,0,True,True
CNc1snc(-c2ccc(F)cc2)c1C(=O)N1CCOCC1,True,CNc1snc(-c2ccc(F)cc2)c1C(=O)N1CCOCC1,True,321.3770000000002,2.4633000000000003,54.46000000000001,1,5,3,3,2,22,0.3333333333333333,0.9434148431930512,False,False,False,False,0,True,-3.8943752499999995,0.00012753363845098393,0,True,True
CC(NC(=O)c1ccc(F)cc1)c1ccc(S(C)=O)cc1,True,CC(NC(=O)c1ccc(F)cc1)c1ccc(S(C)=O)cc1,True,305.374,3.054100000000002,46.17,1,2,4,2,2,21,0.1875,0.9434113564922655,False,False,False,False,0,True,-4.090804000000006,8.113271325947958e-05,0,True,True
Cc1cc(C)c(NC(=O)CCc2ccc(=O)n(C)c2)c(C)c1,True,Cc1cc(C)c(NC(=O)CCc2ccc(=O)n(C)c2)c(C)c1,True,298.386,2.8818600000000014,51.1,1,2,4,2,2,22,0.3333333333333333,0.9433126926252886,False,False,False,False,0,True,-4.18554106666667,6.523173552824051e-05,0,True,True
NC(=O)c1cnc(COc2ccccc2Br)s1,True,NC(=O)c1cnc(COc2ccccc2Br)s1,True,313.17600000000004,2.583500000000001,65.21000000000001,1,4,4,2,2,17,0.09090909090909091,0.9432997679331852,False,False,False,False,0,True,-3.483930000000001,0.0003281481800883608,0,True,True
O=C(Nc1ccc(CN2CCOCC2)cc1)c1ccccc1F,True,O=C(Nc1ccc(CN2CCOCC2)cc1)c1ccccc1F,True,314.35999999999996,2.9102000000000015,41.57000000000001,1,3,4,3,2,23,0.2777777777777778,0.9432840494800113,False,False,False,False,0,True,-4.03885910714286,9.144098441791938e-05,0,True,True
CC(C)(C)c1ccc(CC(=O)Nc2nncn2C2CC2)cc1,True,CC(C)(C)c1ccc(CC(=O)Nc2nncn2C2CC2)cc1,True,298.3900000000001,3.0917000000000012,59.81,1,3,4,3,2,22,0.47058823529411764,0.9432515770585421,False,False,False,False,0,True,-4.1632927238095325,6.86605497161539e-05,0,True,True
Cc1ccc(Cn2cc(C(=O)NC3CCCC3)cn2)cc1F,True,Cc1ccc(Cn2cc(C(=O)NC3CCCC3)cn2)cc1F,True,301.365,3.0513200000000014,46.92,1,2,4,3,2,22,0.4117647058823529,0.9431998910669124,False,False,False,False,0,True,-4.092046857142864,8.090086084607135e-05,0,True,True
Cc1nn(C)c(C)c1CC(=O)NC(C)c1ccccc1Cl,True,Cc1nn(C)c(C)c1CC(=O)NC(C)c1ccccc1Cl,True,305.8090000000001,3.110240000000002,46.92,1,2,4,2,2,21,0.375,0.9431969444096119,False,False,False,False,0,True,-4.224476000000005,5.963812761707644e-05,0,True,True
O=S(=O)(NC1c2ccccc2CC1C)c1ccccc1,True,CC1Cc2ccccc2C1NS(=O)(=O)c1ccccc1,True,287.384,2.8984000000000005,46.17,1,2,3,3,2,20,0.25,0.9431959562444414,False,False,False,False,0,True,-4.130131166666673,7.410863828011037e-05,0,True,True
CNC(=O)c1cc(C(=O)N(C)Cc2cccc(F)c2)ccc1C,True,CNC(=O)c1cc(C(=O)N(C)Cc2cccc(F)c2)ccc1C,True,314.36,2.7659200000000013,49.410000000000004,1,2,4,2,2,23,0.2222222222222222,0.9431820952854548,False,False,False,False,0,True,-4.081887999999996,8.281557088624988e-05,0,True,True
CC(C)N1CCc2ccc(C(=O)NCc3cccnc3)cc21,True,CC(C)N1CCc2ccc(C(=O)NCc3cccnc3)cc21,True,295.386,2.7825000000000015,45.230000000000004,1,3,4,3,2,22,0.3333333333333333,0.9431116223598341,False,False,False,False,0,True,-4.176726857142856,6.656917011603621e-05,0,True,True
CC(C(=O)Nc1ccncc1)c1nc2c(s1)CCCC2,True,CC(C(=O)Nc1ccncc1)c1nc2c(s1)CCCC2,True,287.3880000000001,3.1591000000000014,54.88,1,4,3,3,2,20,0.4,0.9430990298472017,False,False,False,False,0,True,-4.499867876190491,3.163239854600438e-05,0,True,True
N#Cc1cccc(NC(=O)CCN2C(=O)c3ccccc3C2)c1,True,N#Cc1cccc(NC(=O)CCN2Cc3ccccc3C2=O)c1,True,305.33700000000005,2.5428800000000003,73.2,1,3,4,3,2,23,0.16666666666666666,0.9430628385675259,False,False,False,False,0,True,-3.898614999999999,0.0001262946634685214,0,True,True
Cc1cccc(C(=O)Nc2nnc(CC3CCCO3)s2)c1,True,Cc1cccc(C(=O)Nc2nnc(CC3CCCO3)s2)c1,True,303.387,2.8203200000000015,64.11,1,5,4,3,2,21,0.4,0.943040357755404,False,False,False,False,0,True,-4.11607285714286,7.654681813723719e-05,0,True,True
CC(NC(=O)C(C)N1CCc2ccncc21)c1ccccc1,True,CC(NC(=O)C(C)N1CCc2ccncc21)c1ccccc1,True,295.386,2.710000000000001,45.230000000000004,1,3,4,3,2,22,0.3333333333333333,0.9430361991289469,False,False,False,False,0,True,-4.101325999999996,7.919066683274e-05,0,True,True
CCc1c(C(=O)N(C)CC(=O)NC(C)(C)C)oc2ccccc12,True,CCc1c(C(=O)N(C)CC(=O)NC(C)(C)C)oc2ccccc12,True,316.401,2.9819000000000013,62.550000000000004,1,3,4,2,2,23,0.4444444444444444,0.94295987755679,False,False,False,False,0,True,-4.174500383333338,6.69113229447702e-05,0,True,True
Cc1ccc(S(=O)(=O)NCc2ccc(F)c(F)c2)cc1,True,Cc1ccc(S(=O)(=O)NCc2ccc(F)c(F)c2)cc1,True,297.326,2.7517200000000015,46.17,1,2,4,2,2,20,0.14285714285714285,0.9429308176592737,False,False,False,False,0,True,-3.8685989999999983,0.0001353321557840387,0,True,True
COc1cccc(C(=O)NCC2Cc3ncccc3C2)c1F,True,COc1cccc(C(=O)NCC2Cc3cccnc3C2)c1F,True,300.333,2.3741000000000003,51.22,1,3,4,3,2,22,0.29411764705882354,0.9429036955050363,False,False,False,False,0,True,-3.837672999999992,0.0001453205389965929,0,True,True
Cc1ccc(NC(=O)COc2ccc3c(c2)OCCO3)cc1,True,Cc1ccc(NC(=O)COc2ccc3c(c2)OCCO3)cc1,True,299.326,2.7837200000000006,56.790000000000006,1,4,4,3,2,22,0.23529411764705882,0.9428944181286398,False,False,False,False,0,True,-4.218209390476194,6.05049086421339e-05,0,True,True
Cc1ccsc1C(=O)NCC1CCN(c2cccnc2)CC1,True,Cc1ccsc1C(=O)NCC1CCN(c2cccnc2)CC1,True,315.44200000000006,3.097920000000001,45.230000000000004,1,4,4,3,2,22,0.4117647058823529,0.9427749216071463,False,False,False,False,0,True,-4.182379107142869,6.570840009252565e-05,0,True,True
O=C(Cc1cccc(F)c1)NCC1Oc2ccc(F)cc2C1,True,O=C(Cc1cccc(F)c1)NCC1Cc2cc(F)ccc2O1,True,303.308,2.627200000000001,38.33,1,2,4,3,2,22,0.23529411764705882,0.9427267541963056,False,False,False,False,0,True,-3.902369999999996,0.00012520740078460698,0,True,True
CN(C)C(=O)c1ccc(C(=O)NCc2cccc(F)c2)cc1,True,CN(C)C(=O)c1ccc(C(=O)NCc2cccc(F)c2)cc1,True,300.33299999999997,2.4575000000000005,49.410000000000004,1,2,4,2,2,22,0.17647058823529413,0.9426777637313463,False,False,False,False,0,True,-3.6958899999999963,0.00020142343593193565,0,True,True
COc1ccnc(NC(=O)Cc2ccc(Cl)cc2F)c1,True,COc1ccnc(NC(=O)Cc2ccc(Cl)cc2F)c1,True,294.713,3.063900000000001,51.22,1,3,4,2,2,20,0.14285714285714285,0.9426514581881112,False,False,False,False,0,True,-4.110840666666677,7.747459833578264e-05,0,True,True
O=C(CCc1ccccn1)Nc1ccc2c(c1)OCCCO2,True,O=C(CCc1ccccn1)Nc1ccc2c(c1)OCCCO2,True,298.34200000000004,2.8142000000000005,60.45,1,4,4,3,2,22,0.29411764705882354,0.9425975383635534,False,False,False,False,0,True,-4.2957047238095285,5.0616868839791e-05,0,True,True
Cc1nc(-c2ccoc2)ccc1C(=O)NC1(C#N)CCCC1,True,Cc1nc(-c2ccoc2)ccc1C(=O)NC1(C#N)CCCC1,True,295.3420000000001,3.2162000000000015,78.92,1,4,3,3,2,22,0.35294117647058826,0.9425488501482812,False,False,False,False,0,True,-4.523859209523824,2.993234832348776e-05,0,True,True
Cc1cccc(NC(=O)CS(=O)(=O)c2ccc(C)cc2)c1C,True,Cc1ccc(S(=O)(=O)CC(=O)Nc2cccc(C)c2C)cc1,True,317.4100000000001,3.0242600000000017,63.24,1,3,4,2,2,22,0.23529411764705882,0.942522855569781,False,False,False,False,0,True,-4.164307800000007,6.850025686022317e-05,0,True,True
