desc_mol_weight,desc_logp,desc_tpsa,desc_hbd,desc_hba,desc_rotatable_bonds,desc_ring_count,desc_aromatic_ring_count,desc_heavy_atom_count,desc_fraction_csp3,qed,canonical_smiles,predicted_logS,source
344.371,1.3555199999999994,106.35,2,6,5,3,2,25,0.4117647058823529,0.8480227740684695,Cc1nc(COc2ccc(C(=O)NC3CCCCNC3=O)cc2)no1,-3.4423719999999953,MOSES training
338.4290000000001,1.8792999999999995,84.50000000000001,2,4,5,3,1,23,0.5625,0.8583816270644093,CC(C)NS(=O)(=O)c1ccc(NC(=O)C2CC3CCC2O3)cc1,-3.9565882499999985,MOSES training
309.435,2.679500000000001,62.300000000000004,1,4,6,2,1,21,0.6666666666666666,0.8785206804965363,CC(C)N(C(=O)Cc1csc(NC(=O)C2CC2)n1)C(C)C,-4.035432050000004,MOSES training
299.1680000000001,2.4572199999999995,64.35,2,3,2,2,1,17,0.4166666666666667,0.8245022135616092,Cc1cc(Br)cc(N)c1NC(=O)C1CCCO1,-3.240017999999999,MOSES training
314.36000000000007,3.050320000000001,72.19,2,2,5,2,2,23,0.2222222222222222,0.8900446620114186,Cc1cc(NC(=O)C(C)Cc2ccccc2F)ccc1C(N)=O,-4.139913000000002,MOSES training
341.4330000000001,0.2694000000000015,101.72999999999999,2,4,6,2,1,23,0.5333333333333333,0.7751609630881818,COc1ccccc1CCNC(=O)C1CCN(S(N)(=O)=O)CC1,-2.7522669999999994,MOSES training
302.4180000000001,2.0343999999999998,40.620000000000005,0,2,2,6,0,22,0.8888888888888888,0.7829667445900955,O=C1CCCN1C1C2CC3CC1CC(C2)C3N1CCCC1=O,-3.468038666666669,MOSES training
342.44700000000023,2.3179,66.29,1,4,5,3,2,25,0.5,0.9054830697333368,CC(NC(=O)N(C)Cc1ncnn1C)c1cccc(N2CCCC2)c1,-4.34386358333333,MOSES training
299.75800000000004,1.3401999999999998,71.53,1,4,5,1,1,20,0.46153846153846156,0.890437081346144,CCOc1ccc(Cl)c(C(=O)NC(C)C(=O)N(C)C)n1,-2.438648999999997,MOSES training
349.3550000000001,1.5972,81.7,1,5,5,2,1,23,0.5,0.8167702552837509,COC(=O)c1cc(S(=O)(=O)NC(C)C2CCCO2)c(F)cc1F,-3.667134333333336,MOSES training
264.369,1.4702999999999995,61.36,3,3,7,1,1,19,0.5333333333333333,0.6986805321515108,CC(C)C(C)NC(=O)CNC(CO)c1ccccc1,-2.746844999999999,MOSES training
323.35600000000005,2.2421999999999995,81.92999999999999,1,5,6,3,3,24,0.17647058823529413,0.7521266339057321,COc1ccc(CCC(=O)Nc2ccc(-n3cncn3)nc2)cc1,-4.083161999999994,MOSES training
331.75000000000006,3.430900000000002,48.31,1,4,7,2,2,22,0.35714285714285715,0.8441288752160144,COc1ccc(CNc2cnn(CC(F)F)c2)c(Cl)c1OC,-4.608078250000006,MOSES training
251.08300000000003,2.611700000000001,46.010000000000005,1,3,1,2,2,14,0.0,0.8467909318419711,Oc1ccc(Br)cc1-c1ccncn1,-3.2460124999999924,MOSES training
308.337,3.7391000000000023,55.57000000000001,0,4,5,3,3,23,0.1111111111111111,0.7202512517811299,CN(Cc1ccco1)C(=O)c1cccnc1Oc1ccccc1,-4.147798000000004,MOSES training
290.36699999999996,2.0854,83.06,3,5,6,2,2,21,0.4666666666666667,0.7584709709539759,CC(C)(C)c1n[nH]cc1CNc1ccc(OCCO)nc1,-3.6953070000000054,MOSES training
339.39500000000004,2.932120000000001,56.07000000000001,0,4,5,3,3,25,0.2631578947368421,0.717092575934487,COc1ccc(OC)c(CN(C)C(=O)c2cnc3ccc(C)cn23)c1,-4.123970857142852,MOSES training
311.4509999999999,2.9434000000000013,55.2,0,3,4,3,1,21,0.8,0.8587965760332541,O=S(=O)(N(C1CCCCC1)C1CCCCC1)n1ccnc1,-3.7475001904761918,MOSES training
346.4340000000001,3.3622000000000023,51.02,0,3,4,4,3,26,0.2857142857142857,0.7277538385196897,O=C(c1ccc(-n2ccnn2)cc1)N1CCC(Cc2ccccc2)CC1,-4.4408688571428625,MOSES training
307.353,3.0691000000000006,67.00999999999999,2,3,4,4,3,23,0.2222222222222222,0.7781774994478845,O=C(COc1ccc2c(c1)CCC2)Nc1ccc2[nH]ncc2c1,-3.7973866571428627,MOSES training
335.7570000000001,3.491500000000001,46.92,1,2,4,3,1,22,0.7142857142857143,0.9151888986753682,O=C(Cn1nc(C(F)(F)F)c(Cl)c1C1CC1)NC1CCCC1,-4.531422500000007,MOSES training
340.449,2.628400000000001,76.58,1,7,4,2,1,23,0.6666666666666666,0.6666954002472522,COc1cc(NC2CCN(C(=O)OC(C)(C)C)C2)nc(SC)n1,-4.192263250000007,MOSES training
333.359,2.7028000000000008,72.47,1,4,4,3,1,24,0.5,0.8600487174941731,O=C(COC(=O)C1CC2CCCC(C1)C2=O)Nc1ccccc1F,-4.141892583333333,MOSES training
348.42400000000015,2.2083000000000004,70.83000000000001,0,4,3,4,2,24,0.47058823529411764,0.8525590648285034,O=C1CCCN1C1CCN(S(=O)(=O)c2cc3ccccc3o2)CC1,-3.8789620000000036,MOSES training
348.87400000000014,3.4491000000000023,40.620000000000005,0,2,3,3,1,24,0.5789473684210527,0.8390230574813287,CC(C)CN1C(=O)CCC2CN(C(=O)c3ccccc3Cl)CCC21,-4.669911000000006,MOSES training
313.38200000000006,3.0607200000000017,70.13,0,5,3,3,2,22,0.3125,0.8706866285007905,Cc1nc(SC2CCN(c3ccc(C#N)cc3)C2=O)oc1C,-3.898677857142866,MOSES training
344.36100000000005,3.235000000000002,49.410000000000004,1,2,4,3,2,25,0.2631578947368421,0.9256845813063105,CC1CN(C(=O)CCNC(=O)c2ccc(F)cc2F)c2ccccc21,-4.491248857142862,MOSES training
291.376,2.6470000000000002,64.11,1,5,7,2,2,20,0.35714285714285715,0.7965227836278657,CCCCOc1ncccc1CNC(=O)c1cscn1,-3.819078000000005,MOSES training
254.293,2.1295,65.96,1,4,3,3,3,19,0.14285714285714285,0.7771925686622653,Cn1nc(COc2ccc3ncccc3c2)cc1N,-3.103615999999988,MOSES training
333.4320000000002,2.2392000000000003,61.88,1,3,6,2,1,24,0.5555555555555556,0.8683232768409599,CCN(Cc1ccc(OC)cc1)C(=O)NCC(=O)N1CCCCC1,-4.026911583333336,MOSES training
328.42000000000024,0.9412799999999992,85.15,1,6,4,3,1,24,0.6470588235294118,0.8853089939627509,N#CC1(NC(=O)CN2CCN(c3ncccn3)CC2)CCCCC1,-2.9370950000000007,MOSES training
289.375,2.1915000000000004,38.769999999999996,0,3,4,3,1,21,0.5882352941176471,0.8526616713924988,CCC(Oc1ccc2c(c1)CCC2)C(=O)N1CCOCC1,-3.678294999999997,MOSES training
344.444,2.1258999999999992,83.78,1,6,7,3,3,24,0.3125,0.40148470943836634,COc1ccccc1-c1nnc(SCCCc2cnn(C)c2)n1N,-4.188008249999994,MOSES training
347.8460000000002,2.4003000000000005,57.36,2,3,6,3,2,24,0.3888888888888889,0.843292530981207,O=C(Cc1ccc[nH]1)NCC(c1ccc(Cl)cc1)N1CCOCC1,-4.350740249999992,MOSES training
320.2410000000001,3.068800000000002,40.540000000000006,1,3,6,2,1,19,0.46153846153846156,0.8191146580605057,O=C(CSc1cc(Cl)ccc1Cl)N(CCO)C1CC1,-3.769237999999997,MOSES training
330.34400000000016,1.7571999999999997,87.5,1,7,4,3,2,24,0.3125,0.8546075285681426,COC(=O)C1=C(C)Nc2ncnn2C1c1cccc(OC)c1OC,-3.802966249999992,MOSES training
299.37399999999997,2.5222000000000007,63.25,2,3,7,2,2,22,0.29411764705882354,0.8255144876277347,CCOc1ccccc1CNC(=O)NCCc1cccnc1,-4.085096000000005,MOSES training
334.177,2.8447000000000005,68.77000000000001,1,5,4,3,3,20,0.15384615384615385,0.7945469860698255,Cn1nnc(NCc2ccc(-c3ccc(Br)cc3)o2)n1,-4.230261000000003,MOSES training
346.34900000000016,2.5416000000000007,61.8,2,3,5,2,1,24,0.5625,0.8613118495681407,O=C(NCc1ccc(OCC(F)(F)F)cc1)N1CCC(CO)CC1,-4.047683583333333,MOSES training
348.39900000000006,2.4486000000000008,53.23,0,4,6,3,3,24,0.29411764705882354,0.6431625644042505,COCCCn1c(=O)c2sccc2n(Cc2cccc(F)c2)c1=O,-4.14969799999999,MOSES training
338.38500000000005,1.3049199999999994,97.64,2,5,7,2,2,23,0.26666666666666666,0.7418388220224664,CNS(=O)(=O)c1ccc(C(=O)NCCOc2ccc(C)cc2)o1,-3.279562999999999,MOSES training
336.42400000000015,2.8234200000000014,71.75,1,5,2,5,3,24,0.29411764705882354,0.7809588625691802,Cc1ccccc1C1=Nn2c(nnc2-c2n[nH]c3c2CCC3)SC1,-4.004821107142858,MOSES training
312.369,2.7738000000000014,51.66,0,4,4,3,2,23,0.3333333333333333,0.8709031260640776,COc1ccccc1C(=O)N1CCC(Oc2cccnc2)CC1,-3.9079890000000006,MOSES training
251.345,3.5054000000000025,23.47,1,2,3,2,1,18,0.6,0.8883463334753382,CCC1CCCN(c2ccc(F)cc2C(C)O)C1,-4.375546333333335,MOSES training
300.40200000000004,3.504500000000003,49.410000000000004,1,2,3,3,1,22,0.5555555555555556,0.9284303945408822,CC(=O)N1CCc2ccc(NC(=O)CC3CCCCC3)cc21,-4.3258338666666685,MOSES training
349.4750000000002,3.174280000000002,73.64,0,4,5,2,0,25,0.8421052631578947,0.7639314596912444,CC(C1CC1)N(CCC#N)C(=O)C1CCN(C(=O)OC(C)(C)C)CC1,-4.267367666666673,MOSES training
285.326,2.1812999999999994,46.84,0,4,4,3,3,21,0.26666666666666666,0.7369098925335255,CN(CCc1ccc(F)cc1)c1ncnc2c1cnn2C,-3.529583999999993,MOSES training
286.17299999999994,2.1634200000000003,46.92,1,2,2,2,1,16,0.6363636363636364,0.9053023504822697,Cc1nn(C)c(C(=O)NC2CCCC2)c1Br,-3.1331839999999973,MOSES training
318.8040000000001,3.4658000000000024,45.480000000000004,1,3,4,3,2,22,0.35294117647058826,0.9386050136211617,O=C(NCc1ccco1)C1CCN(c2cccc(Cl)c2)CC1,-4.446405750000012,MOSES training
328.3930000000001,2.1588200000000004,75.27,2,3,5,2,2,23,0.11764705882352941,0.8260165051687326,C#CCNS(=O)(=O)c1ccc(C(=O)Nc2ccccc2C)cc1,-3.9171379999999996,MOSES training
328.7990000000001,3.183720000000001,49.410000000000004,1,2,3,3,2,23,0.2222222222222222,0.9403825664050195,Cc1ccc(N2CCC(NC(=O)c3ccc(Cl)cc3)C2=O)cc1,-4.325404357142865,MOSES training
293.269,2.990900000000001,47.56,1,3,5,2,2,21,0.13333333333333333,0.9215782990749829,COc1ccc(OCC(=O)Nc2ccc(F)cc2F)cc1,-4.088123000000013,MOSES training
306.435,3.072700000000002,51.02,0,4,6,2,2,21,0.5333333333333333,0.8238669054286666,CCC(C(=O)N(C)Cc1csc(C(C)C)n1)n1cccn1,-3.9544640000000006,MOSES training
347.33000000000004,3.9254000000000016,97.37,2,5,4,4,4,26,0.0,0.5828920865290244,O=C(Nc1cccc2ccccc12)c1coc(NC(=O)c2ccco2)n1,-5.026672666666673,MOSES training
313.39700000000005,3.0771000000000015,46.61,0,3,4,3,1,23,0.47368421052631576,0.6337635361693262,O=C(OCc1ccccc1)C1CCCN1C(=O)C1CC=CCC1,-3.8435548571428577,MOSES training
258.325,1.1065999999999998,59.81,1,3,6,2,2,19,0.35714285714285715,0.8439462110180193,Cn1cc(CCNC(=O)CCc2ccccn2)cn1,-2.4846016666666597,MOSES training
261.34999999999997,2.7037200000000006,54.88,1,5,5,2,2,18,0.3076923076923077,0.8407563211570354,CCc1nnc(NCC(=O)c2ccc(C)cc2)s1,-3.6136179999999927,MOSES training
341.436,2.562900000000001,62.300000000000004,1,4,4,4,2,24,0.3888888888888889,0.929562238231676,O=C(Nc1cccnc1)C1CC12CCN(C(=O)Cc1cccs1)C2,-4.194416250000002,MOSES training
300.36199999999997,1.1506999999999994,58.440000000000005,0,3,5,2,2,22,0.3125,0.83210258492263,CN(Cc1cnn(C)c1)C(=O)CN(C)C(=O)c1ccccc1,-2.8174216666666623,MOSES training
317.4330000000001,3.095600000000002,61.440000000000005,2,3,6,2,1,23,0.5555555555555556,0.8473157616121728,CC(C)CC(=O)Nc1ccc(NCC(=O)N2CCCCC2)cc1,-4.090508383333338,MOSES training
331.46000000000015,1.7172999999999996,55.81,2,3,7,3,1,24,0.631578947368421,0.7481634403222287,O=C(NCCCc1ccccc1)N1CCN(CC(O)C2CC2)CC1,-3.9673802499999997,MOSES training
331.76300000000003,3.3964000000000008,84.98,2,4,4,3,3,23,0.13333333333333333,0.7669584199508758,CC(NC(=O)Nc1ccc(-n2cccn2)c(Cl)c1)c1ccon1,-4.162129500000018,MOSES training
327.38400000000007,2.6233000000000004,93.44999999999999,3,4,7,2,2,24,0.2222222222222222,0.7285247252838607,CCOc1ccccc1NC(C)C(=O)Nc1ccc(C(N)=O)cc1,-4.220485999999997,MOSES training
299.403,3.3577600000000025,55.63,1,5,3,3,3,21,0.26666666666666666,0.8054675384154638,CNc1nnc(-c2cnn(-c3ccc(C)cc3C)c2C)s1,-4.46380752380954,MOSES training
251.289,2.3216799999999997,78.91,2,3,3,2,2,19,0.06666666666666667,0.8214946735824974,N#Cc1ccc(NC(=O)Cc2ccccc2N)cc1,-3.2896780000000003,MOSES training
339.39900000000006,1.1864199999999998,85.63,1,4,7,3,3,25,0.2777777777777778,0.7004339137330371,Cc1cccc(N(CCC(N)=O)CCn2nc3ccccn3c2=O)c1,-3.315196666666657,MOSES training
346.818,3.3195000000000023,74.33000000000001,2,3,4,2,2,24,0.23529411764705882,0.8913699942627472,CNC(=O)c1ccc(NC(=O)N(C)C(C)c2ccccn2)cc1Cl,-4.399066000000003,MOSES training
337.401,3.032820000000002,93.46,2,6,6,2,2,23,0.4,0.7903228721079729,CCc1onc(C)c1NC(=O)NC(CC(=O)OC)c1cccs1,-4.436899249999998,MOSES training
328.40900000000005,2.1878000000000006,69.64,2,3,3,2,1,22,0.5333333333333333,0.8934489487433698,CC1CCCN(C(=O)Nc2ccc(S(C)=O)c(F)c2)C1CO,-3.796030250000008,MOSES training
324.331,2.960040000000001,68.18,2,3,5,2,2,23,0.3333333333333333,0.8883270445541726,Cc1ccc(NC(=O)NCc2cnn(C)c2C)cc1OC(F)F,-4.198141383333336,MOSES training
340.3830000000001,2.25,84.42,1,5,5,3,2,25,0.3333333333333333,0.9022851174552285,COc1ccc(C(=O)Nc2cccc(CN3CCCCC3=O)c2)nn1,-4.218794249999988,MOSES training
315.37300000000005,1.52454,94.22,4,3,5,2,2,23,0.29411764705882354,0.6737056302582739,Cc1cc(C)c(CNC(=O)NCC(O)c2ccccc2)c(=O)[nH]1,-3.3269049999999996,MOSES training
325.434,0.9012200000000001,54.900000000000006,0,6,3,3,1,22,0.7333333333333333,0.8264460294815015,Cc1nc(CN2CCOC(C)(C(=O)N3CCOCC3)C2)cs1,-2.9795360000000026,MOSES training
343.4560000000001,4.012240000000003,71.84,2,4,4,3,3,24,0.35294117647058826,0.7515781326323779,Cc1nc(CNC(=O)Nc2ccc3nn(C(C)C)cc3c2)c(C)s1,-4.936435249999997,MOSES training
308.341,3.1951000000000014,76.11,2,5,3,4,3,23,0.17647058823529413,0.7768307805594142,CCc1nc2n(n1)C(c1ccco1)C=C(c1ccccc1O)N2,-3.953746857142873,MOSES training
289.38500000000005,3.5675000000000017,54.88,1,5,3,3,3,19,0.15384615384615385,0.8016694499424287,CCc1ncc(C(=O)Nc2nccc3sccc23)s1,-4.517454000000009,MOSES training
345.30199999999996,2.0001,102.14999999999999,2,4,3,2,2,23,0.07692307692307693,0.887993265991635,NS(=O)(=O)c1ccc(NC(=O)c2ccc(C(F)(F)F)nc2)cc1,-3.8626400000000007,MOSES training
338.45500000000015,3.197400000000002,61.88,1,3,6,4,2,25,0.55,0.879659560763413,O=C(CCc1nc[nH]n1)N(Cc1ccc2c(c1)CCC2)C1CCCC1,-4.373664250000002,MOSES training
282.347,2.2564,70.71000000000001,1,3,5,2,2,21,0.3125,0.9139983126817519,CCCNC(=O)Cn1nc(C#N)cc1-c1ccc(C)cc1,-3.713689000000006,MOSES training
334.4410000000002,3.328400000000002,60.33,1,4,5,3,2,23,0.5294117647058824,0.8533325644004423,CCOC(=O)c1cc2ccsc2n1CC(=O)NC1CCCCC1,-4.420590940476199,MOSES training
288.35100000000006,2.5810000000000004,85.25,1,5,6,2,2,21,0.4,0.8825980692606938,CCCN(CCC)C(=O)c1onc(-c2ccncc2)c1N,-4.192384000000008,MOSES training
317.43200000000013,1.5586,80.31,1,4,6,2,1,20,0.5384615384615384,0.863162367791705,CCS(=O)(=O)c1ccc(S(=O)(=O)NCC2CCC2)cc1,-2.945006000000003,MOSES training
272.739,2.7392200000000004,56.21,1,3,2,3,3,19,0.14285714285714285,0.7803513809612141,Cc1nc2ccc(Cl)cn2c1C(N)c1cccnc1,-3.8726838000000012,MOSES training
335.3380000000001,3.0000800000000014,67.91,0,4,5,3,3,25,0.10526315789473684,0.7186913994406356,N#Cc1cccc(OCCn2nc(-c3ccccc3F)ccc2=O)c1,-4.078530857142856,MOSES training
315.333,3.3832000000000004,79.8,2,5,3,3,3,22,0.0,0.776224363900727,O=C(Nc1ccc(F)cc1)Nc1nnc(-c2ccncc2)s1,-4.264876000000016,MOSES training
261.32099999999997,3.0249000000000015,55.400000000000006,1,3,3,2,1,19,0.4666666666666667,0.85080223668646,CC(C)CC(=O)c1ccc2c(c1)NC(=O)CC(C)O2,-3.7610734000000043,MOSES training
256.34599999999995,1.7695999999999998,58.64,1,3,4,1,0,18,0.8461538461538461,0.8336340955169623,CCC(CC)C(=O)NC1CCN(C(=O)OC)CC1,-2.795912785714288,MOSES training
346.427,3.0652000000000017,40.620000000000005,0,3,4,3,2,24,0.3333333333333333,0.8536259298309994,CN(Cc1cccs1)C(=O)C1CC(=O)N(C)C1c1ccc(F)cc1,-4.071808857142856,MOSES training
328.759,2.4518000000000004,83.03000000000002,1,4,5,3,3,23,0.0625,0.7794605898669152,NC(=O)COc1ccc(-c2nccn2-c2cccnc2)cc1Cl,-4.036446000000005,MOSES training
318.764,2.2188999999999997,67.35000000000001,1,5,3,3,2,22,0.26666666666666666,0.9395717489858861,O=C(Nc1cc(N2CCOCC2)ncn1)c1cccc(Cl)c1,-3.81098825,MOSES training
291.34700000000004,3.2189000000000014,49.33,2,3,3,3,2,20,0.26666666666666666,0.9119331305661212,CC1C(=O)Nc2c(C(O)Cc3cccs3)cc(F)cc21,-4.464213176190486,MOSES training
316.33600000000007,1.1781999999999997,81.22,1,3,5,3,2,23,0.3125,0.899059997230897,NC(=O)CCC(=O)N1Cc2cnn(Cc3ccc(F)cc3)c2C1,-3.0502716666666574,MOSES training
274.32399999999996,2.5186,79.03999999999999,3,3,5,2,2,20,0.2857142857142857,0.7834887950853052,CC(C)Oc1ccccc1CNC(=O)Nc1cn[nH]c1,-3.6093550000000016,MOSES training
258.24299999999994,2.7598800000000008,56.05,2,3,4,1,1,18,0.4166666666666667,0.8726547753773652,CCC(CO)Nc1ccc(C#N)c(C(F)(F)F)c1,-3.4759529999999983,MOSES training
335.41100000000006,2.514800000000001,72.7,1,4,7,3,3,25,0.2631578947368421,0.7199416129042334,CC(CCNC(=O)Cc1ccc(-n2cnnn2)cc1)c1ccccc1,-4.451051999999987,MOSES training
312.36899999999997,2.906620000000001,78.43,3,3,5,2,2,23,0.2222222222222222,0.7428200054226958,CCC(=O)NC(C(=O)Nc1ccc(C)cc1O)c1ccccc1,-4.172625999999999,MOSES training
289.4,3.2662200000000023,29.54,0,3,5,2,2,20,0.3125,0.8452377439736634,COc1ccc(CC(=O)N(C)Cc2sccc2C)cc1,-4.330093000000004,MOSES training
283.343,3.066200000000001,47.56,1,3,6,1,1,20,0.5333333333333333,0.8725008596952776,COc1cc(F)c(C(C)NC(=O)CC(C)C)cc1OC,-3.553480000000005,MOSES training
307.34600000000006,2.7899200000000013,63.24,1,3,3,2,2,21,0.13333333333333333,0.9480996638013459,Cc1ccc(F)c(NC(=O)c2ccc(S(C)(=O)=O)cc2)c1,-4.1060798000000025,MOSES training
308.284,2.767100000000001,60.45,1,5,5,2,2,22,0.2,0.860703553736826,COC(=O)c1ccnc(NCc2c(OC)ccc(F)c2F)c1,-4.065555000000002,MOSES training
286.422,2.3108000000000004,63.400000000000006,1,4,4,2,1,18,0.5,0.8627565123149203,CCCCS(=O)(=O)N1CCSc2ccc(N)cc21,-3.295715000000003,MOSES training
315.41700000000014,4.059320000000003,59.230000000000004,0,4,4,3,2,23,0.6111111111111112,0.8534100193209744,CCN(C(=O)c1cc(C(C)C)nc2onc(C)c12)C1CCCC1,-4.633892500000005,MOSES training
283.25300000000004,2.2235000000000005,46.92,1,2,4,2,2,20,0.23076923076923078,0.9349325675775256,O=C(NCC(F)(F)F)c1ccc(Cn2ccnc2)cc1,-3.2810159999999997,MOSES training
348.447,2.671100000000001,59.81,1,4,7,3,2,24,0.47058823529411764,0.781736238565865,CC(Sc1nnc(C2CC2)n1C)C(=O)NCCc1ccc(F)cc1,-4.443317583333328,MOSES training
342.869,3.0938000000000017,51.21,0,3,5,2,2,21,0.2,0.8385792187908844,CS(=O)(=O)c1ccc(S(=O)CCc2ccccc2Cl)cc1,-4.170838999999996,MOSES training
337.8070000000001,3.8164000000000025,77.25,1,5,7,2,2,23,0.4375,0.83067625415979,CCOc1c(Cl)cccc1NC(=O)CCc1nc(C(C)C)no1,-4.845865249999997,MOSES training
304.309,2.4948000000000006,73.81,0,5,3,4,4,23,0.058823529411764705,0.5811377936097886,O=c1oc(-c2nccc3ccccc23)nn1Cc1ccccn1,-3.731307000000009,MOSES training
324.38100000000003,1.45562,83.98,2,5,7,2,2,22,0.2857142857142857,0.8053140114365968,Cc1ccnc(NCCS(=O)(=O)NCc2ccc(F)cc2)n1,-3.4088600000000007,MOSES training
338.4549999999999,3.4198000000000013,52.230000000000004,1,3,3,4,2,25,0.5,0.9328262249710779,O=C(c1ccccc1N1CCCCC1)N1CCCC(c2ccn[nH]2)C1,-4.282870440476199,MOSES training
