fingerprint_bit,active_molecule_count,active_fraction
fp_0179,0,0.0
fp_0180,10,0.008960573476702509
fp_0181,8,0.007168458781362007
fp_0182,31,0.027777777777777776
fp_0183,2,0.0017921146953405018
fp_0184,18,0.016129032258064516
fp_0185,0,0.0
fp_0186,1,0.0008960573476702509
fp_0187,2,0.0017921146953405018
fp_0188,2,0.0017921146953405018
fp_0189,1,0.0008960573476702509
fp_0190,8,0.007168458781362007
fp_0191,50,0.044802867383512544
fp_0192,47,0.042114695340501794
fp_0193,41,0.036738351254480286
fp_0194,1,0.0008960573476702509
fp_0195,11,0.00985663082437276
fp_0196,0,0.0
fp_0197,8,0.007168458781362007
fp_0198,4,0.0035842293906810036
fp_0199,7,0.0062724014336917565
fp_0200,0,0.0
fp_0201,1,0.0008960573476702509
fp_0202,25,0.022401433691756272
fp_0203,34,0.03046594982078853
fp_0204,6,0.005376344086021506
fp_0205,4,0.0035842293906810036
fp_0206,6,0.005376344086021506
fp_0207,11,0.00985663082437276
fp_0208,2,0.0017921146953405018
fp_0209,2,0.0017921146953405018
fp_0210,3,0.002688172043010753
fp_0211,1,0.0008960573476702509
fp_0212,2,0.0017921146953405018
fp_0213,2,0.0017921146953405018
fp_0214,2,0.0017921146953405018
fp_0215,2,0.0017921146953405018
fp_0216,84,0.07526881720430108
fp_0217,1,0.0008960573476702509
fp_0218,5,0.004480286738351254
fp_0219,0,0.0
fp_0220,4,0.0035842293906810036
fp_0221,4,0.0035842293906810036
fp_0222,70,0.06272401433691756
fp_0223,2,0.0017921146953405018
fp_0224,7,0.0062724014336917565
fp_0225,2,0.0017921146953405018
fp_0226,1,0.0008960573476702509
fp_0227,37,0.033154121863799284
fp_0228,3,0.002688172043010753
fp_0229,7,0.0062724014336917565
fp_0230,4,0.0035842293906810036
fp_0231,17,0.015232974910394265
fp_0232,2,0.0017921146953405018
fp_0233,5,0.004480286738351254
fp_0234,0,0.0
fp_0235,25,0.022401433691756272
fp_0236,0,0.0
fp_0237,13,0.011648745519713262
fp_0238,7,0.0062724014336917565
fp_0239,12,0.010752688172043012
fp_0240,4,0.0035842293906810036
fp_0241,1,0.0008960573476702509
fp_0242,32,0.02867383512544803
fp_0243,1,0.0008960573476702509
fp_0244,2,0.0017921146953405018
fp_0245,11,0.00985663082437276
fp_0246,1,0.0008960573476702509
fp_0247,1,0.0008960573476702509
fp_0248,3,0.002688172043010753
fp_0249,17,0.015232974910394265
fp_0250,1,0.0008960573476702509
fp_0251,22,0.01971326164874552
fp_0252,17,0.015232974910394265
fp_0253,3,0.002688172043010753
fp_0254,4,0.0035842293906810036
fp_0255,20,0.017921146953405017
fp_0256,4,0.0035842293906810036
fp_0257,2,0.0017921146953405018
fp_0258,2,0.0017921146953405018
fp_0259,4,0.0035842293906810036
fp_0260,3,0.002688172043010753
fp_0261,0,0.0
fp_0262,3,0.002688172043010753
fp_0263,5,0.004480286738351254
fp_0264,4,0.0035842293906810036
fp_0265,10,0.008960573476702509
fp_0266,3,0.002688172043010753
fp_0267,2,0.0017921146953405018
fp_0268,3,0.002688172043010753
fp_0269,0,0.0
fp_0270,7,0.0062724014336917565
fp_0271,3,0.002688172043010753
fp_0272,6,0.005376344086021506
fp_0273,0,0.0
fp_0274,2,0.0017921146953405018
fp_0275,3,0.002688172043010753
fp_0276,5,0.004480286738351254
fp_0277,2,0.0017921146953405018
fp_0278,1,0.0008960573476702509
fp_0279,4,0.0035842293906810036
fp_0280,6,0.005376344086021506
fp_0281,2,0.0017921146953405018
fp_0282,2,0.0017921146953405018
fp_0283,124,0.1111111111111111
fp_0284,0,0.0
fp_0285,1,0.0008960573476702509
fp_0286,15,0.013440860215053764
fp_0287,18,0.016129032258064516
fp_0288,7,0.0062724014336917565
fp_0289,15,0.013440860215053764
fp_0290,1,0.0008960573476702509
fp_0291,0,0.0
fp_0292,1,0.0008960573476702509
fp_0293,8,0.007168458781362007
fp_0294,323,0.289426523297491
fp_0295,12,0.010752688172043012
fp_0296,5,0.004480286738351254
fp_0297,5,0.004480286738351254
fp_0298,6,0.005376344086021506
fp_0299,1,0.0008960573476702509
fp_0300,3,0.002688172043010753
fp_0301,9,0.008064516129032258
fp_0302,10,0.008960573476702509
fp_0303,2,0.0017921146953405018
fp_0304,2,0.0017921146953405018
fp_0305,12,0.010752688172043012
fp_0306,1,0.0008960573476702509
fp_0307,2,0.0017921146953405018
fp_0308,5,0.004480286738351254
fp_0309,5,0.004480286738351254
fp_0310,13,0.011648745519713262
fp_0311,4,0.0035842293906810036
fp_0312,4,0.0035842293906810036
fp_0313,3,0.002688172043010753
fp_0314,207,0.18548387096774194
fp_0315,10,0.008960573476702509
fp_0316,2,0.0017921146953405018
fp_0317,5,0.004480286738351254
fp_0318,3,0.002688172043010753
fp_0319,11,0.00985663082437276
fp_0320,1,0.0008960573476702509
fp_0321,3,0.002688172043010753
fp_0322,62,0.05555555555555555
fp_0323,4,0.0035842293906810036
fp_0324,2,0.0017921146953405018
fp_0325,7,0.0062724014336917565
fp_0326,5,0.004480286738351254
fp_0327,9,0.008064516129032258
fp_0328,3,0.002688172043010753
fp_0329,1,0.0008960573476702509
fp_0330,2,0.0017921146953405018
fp_0331,10,0.008960573476702509
fp_0332,3,0.002688172043010753
fp_0333,8,0.007168458781362007
fp_0334,4,0.0035842293906810036
fp_0335,2,0.0017921146953405018
fp_0336,4,0.0035842293906810036
fp_0337,1,0.0008960573476702509
fp_0338,2,0.0017921146953405018
fp_0339,4,0.0035842293906810036
fp_0340,1,0.0008960573476702509
fp_0341,4,0.0035842293906810036
fp_0342,3,0.002688172043010753
fp_0343,3,0.002688172043010753
fp_0344,4,0.0035842293906810036
fp_0345,20,0.017921146953405017
fp_0346,5,0.004480286738351254
fp_0347,1,0.0008960573476702509
fp_0348,4,0.0035842293906810036
fp_0349,10,0.008960573476702509
fp_0350,30,0.026881720430107527
fp_0351,1,0.0008960573476702509
fp_0352,76,0.06810035842293907
fp_0353,16,0.014336917562724014
fp_0354,29,0.025985663082437275
fp_0355,1,0.0008960573476702509
fp_0356,1,0.0008960573476702509
fp_0357,4,0.0035842293906810036
fp_0358,17,0.015232974910394265
fp_0359,3,0.002688172043010753
fp_0360,5,0.004480286738351254
fp_0361,11,0.00985663082437276
fp_0362,0,0.0
fp_0363,1,0.0008960573476702509
fp_0364,3,0.002688172043010753
fp_0365,1,0.0008960573476702509
fp_0366,101,0.09050179211469533
fp_0367,3,0.002688172043010753
fp_0368,7,0.0062724014336917565
fp_0369,1,0.0008960573476702509
fp_0370,5,0.004480286738351254
fp_0371,8,0.007168458781362007
fp_0372,1,0.0008960573476702509
fp_0373,3,0.002688172043010753
fp_0374,0,0.0
fp_0375,1,0.0008960573476702509
fp_0376,3,0.002688172043010753
fp_0377,1,0.0008960573476702509
fp_0378,143,0.12813620071684587
fp_0379,9,0.008064516129032258
fp_0380,7,0.0062724014336917565
fp_0381,19,0.017025089605734768
fp_0382,3,0.002688172043010753
fp_0383,10,0.008960573476702509
fp_0384,1,0.0008960573476702509
fp_0385,3,0.002688172043010753
fp_0386,2,0.0017921146953405018
fp_0387,10,0.008960573476702509
fp_0388,0,0.0
fp_0389,135,0.12096774193548387
fp_0390,0,0.0
fp_0391,1,0.0008960573476702509
fp_0392,56,0.05017921146953405
fp_0393,0,0.0
fp_0394,17,0.015232974910394265
fp_0395,2,0.0017921146953405018
fp_0396,1,0.0008960573476702509
fp_0397,2,0.0017921146953405018
fp_0398,2,0.0017921146953405018
fp_0399,1,0.0008960573476702509
fp_0400,3,0.002688172043010753
fp_0401,24,0.021505376344086023
fp_0402,3,0.002688172043010753
fp_0403,5,0.004480286738351254
fp_0404,6,0.005376344086021506
fp_0405,2,0.0017921146953405018
fp_0406,5,0.004480286738351254
fp_0407,19,0.017025089605734768
fp_0408,28,0.025089605734767026
fp_0409,3,0.002688172043010753
fp_0410,2,0.0017921146953405018
fp_0411,1,0.0008960573476702509
fp_0412,2,0.0017921146953405018
fp_0413,8,0.007168458781362007
fp_0414,4,0.0035842293906810036
fp_0415,1,0.0008960573476702509
fp_0416,0,0.0
fp_0417,4,0.0035842293906810036
fp_0418,7,0.0062724014336917565
fp_0419,8,0.007168458781362007
fp_0420,3,0.002688172043010753
fp_0421,2,0.0017921146953405018
fp_0422,1,0.0008960573476702509
fp_0423,2,0.0017921146953405018
fp_0424,2,0.0017921146953405018
fp_0425,0,0.0
fp_0426,16,0.014336917562724014
fp_0427,5,0.004480286738351254
fp_0428,4,0.0035842293906810036
fp_0429,4,0.0035842293906810036
fp_0430,6,0.005376344086021506
fp_0431,5,0.004480286738351254
fp_0432,9,0.008064516129032258
fp_0433,1,0.0008960573476702509
fp_0434,2,0.0017921146953405018
fp_0435,1,0.0008960573476702509
fp_0436,2,0.0017921146953405018
fp_0437,5,0.004480286738351254
fp_0438,2,0.0017921146953405018
fp_0439,1,0.0008960573476702509
fp_0440,4,0.0035842293906810036
fp_0441,15,0.013440860215053764
fp_0442,5,0.004480286738351254
fp_0443,1,0.0008960573476702509
fp_0444,2,0.0017921146953405018
fp_0445,5,0.004480286738351254
fp_0446,2,0.0017921146953405018
fp_0447,0,0.0
fp_0448,36,0.03225806451612903
fp_0449,8,0.007168458781362007
fp_0450,4,0.0035842293906810036
fp_0451,1,0.0008960573476702509
fp_0452,1,0.0008960573476702509
fp_0453,1,0.0008960573476702509
fp_0454,3,0.002688172043010753
fp_0455,8,0.007168458781362007
fp_0456,2,0.0017921146953405018
fp_0457,1,0.0008960573476702509
fp_0458,3,0.002688172043010753
fp_0459,3,0.002688172043010753
fp_0460,8,0.007168458781362007
fp_0461,7,0.0062724014336917565
fp_0462,0,0.0
fp_0463,6,0.005376344086021506
fp_0464,2,0.0017921146953405018
fp_0465,1,0.0008960573476702509
fp_0466,1,0.0008960573476702509
fp_0467,0,0.0
fp_0468,2,0.0017921146953405018
fp_0469,7,0.0062724014336917565
fp_0470,6,0.005376344086021506
fp_0471,3,0.002688172043010753
fp_0472,1,0.0008960573476702509
fp_0473,24,0.021505376344086023
fp_0474,1,0.0008960573476702509
fp_0475,2,0.0017921146953405018
fp_0476,2,0.0017921146953405018
fp_0477,2,0.0017921146953405018
fp_0478,4,0.0035842293906810036
fp_0479,32,0.02867383512544803
fp_0480,1,0.0008960573476702509
fp_0481,3,0.002688172043010753
fp_0482,15,0.013440860215053764
fp_0483,1,0.0008960573476702509
fp_0484,8,0.007168458781362007
fp_0485,9,0.008064516129032258
fp_0486,27,0.024193548387096774
fp_0487,4,0.0035842293906810036
fp_0488,11,0.00985663082437276
fp_0489,24,0.021505376344086023
fp_0490,4,0.0035842293906810036
fp_0491,4,0.0035842293906810036
fp_0492,3,0.002688172043010753
fp_0493,8,0.007168458781362007
fp_0494,14,0.012544802867383513
fp_0495,8,0.007168458781362007
fp_0496,4,0.0035842293906810036
fp_0497,1,0.0008960573476702509
fp_0498,1,0.0008960573476702509
fp_0499,4,0.0035842293906810036
fp_0500,3,0.002688172043010753
fp_0501,6,0.005376344086021506
fp_0502,7,0.0062724014336917565
fp_0503,10,0.008960573476702509
fp_0504,52,0.04659498207885305
fp_0505,0,0.0
fp_0506,2,0.0017921146953405018
fp_0507,5,0.004480286738351254
fp_0508,3,0.002688172043010753
fp_0509,0,0.0
fp_0510,3,0.002688172043010753
fp_0511,6,0.005376344086021506
fp_0512,1,0.0008960573476702509
fp_0513,2,0.0017921146953405018
fp_0514,2,0.0017921146953405018
fp_0515,1,0.0008960573476702509
fp_0516,1,0.0008960573476702509
fp_0517,4,0.0035842293906810036
fp_0518,3,0.002688172043010753
fp_0519,49,0.04390681003584229
fp_0520,1,0.0008960573476702509
fp_0521,3,0.002688172043010753
fp_0522,4,0.0035842293906810036
fp_0523,4,0.0035842293906810036
fp_0524,6,0.005376344086021506
fp_0525,5,0.004480286738351254
fp_0526,3,0.002688172043010753
fp_0527,4,0.0035842293906810036
fp_0528,9,0.008064516129032258
fp_0529,34,0.03046594982078853
fp_0530,8,0.007168458781362007
fp_0531,1,0.0008960573476702509
fp_0532,3,0.002688172043010753
fp_0533,3,0.002688172043010753
fp_0534,10,0.008960573476702509
fp_0535,3,0.002688172043010753
fp_0536,2,0.0017921146953405018
fp_0537,2,0.0017921146953405018
fp_0538,3,0.002688172043010753
fp_0539,0,0.0
fp_0540,3,0.002688172043010753
fp_0541,15,0.013440860215053764
fp_0542,0,0.0
fp_0543,1,0.0008960573476702509
fp_0544,3,0.002688172043010753
fp_0545,3,0.002688172043010753
fp_0546,0,0.0
fp_0547,15,0.013440860215053764
fp_0548,15,0.013440860215053764
fp_0549,8,0.007168458781362007
fp_0550,8,0.007168458781362007
fp_0551,3,0.002688172043010753
fp_0552,5,0.004480286738351254
fp_0553,2,0.0017921146953405018
fp_0554,7,0.0062724014336917565
fp_0555,22,0.01971326164874552
fp_0556,18,0.016129032258064516
fp_0557,3,0.002688172043010753
fp_0558,1,0.0008960573476702509
fp_0559,7,0.0062724014336917565
fp_0560,3,0.002688172043010753
fp_0561,191,0.17114695340501793
fp_0562,41,0.036738351254480286
fp_0563,1,0.0008960573476702509
fp_0564,8,0.007168458781362007
fp_0565,3,0.002688172043010753
fp_0566,1,0.0008960573476702509
fp_0567,3,0.002688172043010753
fp_0568,2,0.0017921146953405018
fp_0569,3,0.002688172043010753
fp_0570,1,0.0008960573476702509
fp_0571,1,0.0008960573476702509
fp_0572,0,0.0
fp_0573,9,0.008064516129032258
fp_0574,0,0.0
fp_0575,4,0.0035842293906810036
fp_0576,4,0.0035842293906810036
fp_0577,2,0.0017921146953405018
fp_0578,1,0.0008960573476702509
fp_0579,2,0.0017921146953405018
fp_0580,4,0.0035842293906810036
fp_0581,3,0.002688172043010753
fp_0582,13,0.011648745519713262
fp_0583,2,0.0017921146953405018
fp_0584,3,0.002688172043010753
fp_0585,11,0.00985663082437276
fp_0586,2,0.0017921146953405018
fp_0587,4,0.0035842293906810036
fp_0588,23,0.02060931899641577
fp_0589,6,0.005376344086021506
fp_0590,10,0.008960573476702509
fp_0591,113,0.10125448028673835
fp_0592,17,0.015232974910394265
fp_0593,1,0.0008960573476702509
fp_0594,1,0.0008960573476702509
fp_0595,0,0.0
fp_0596,4,0.0035842293906810036
fp_0597,26,0.023297491039426525
fp_0598,23,0.02060931899641577
fp_0599,9,0.008064516129032258
fp_0600,18,0.016129032258064516
fp_0601,19,0.017025089605734768
fp_0602,2,0.0017921146953405018
fp_0603,5,0.004480286738351254
fp_0604,2,0.0017921146953405018
fp_0605,0,0.0
fp_0606,10,0.008960573476702509
fp_0607,1,0.0008960573476702509
fp_0608,2,0.0017921146953405018
fp_0609,4,0.0035842293906810036
fp_0610,15,0.013440860215053764
fp_0611,2,0.0017921146953405018
fp_0612,2,0.0017921146953405018
fp_0613,5,0.004480286738351254
fp_0614,7,0.0062724014336917565
fp_0615,1,0.0008960573476702509
fp_0616,2,0.0017921146953405018
fp_0617,1,0.0008960573476702509
fp_0618,0,0.0
fp_0619,2,0.0017921146953405018
fp_0620,2,0.0017921146953405018
fp_0621,5,0.004480286738351254
fp_0622,39,0.03494623655913978
fp_0623,7,0.0062724014336917565
fp_0624,14,0.012544802867383513
fp_0625,5,0.004480286738351254
fp_0626,2,0.0017921146953405018
fp_0627,2,0.0017921146953405018
fp_0628,1,0.0008960573476702509
fp_0629,7,0.0062724014336917565
fp_0630,1,0.0008960573476702509
fp_0631,4,0.0035842293906810036
fp_0632,4,0.0035842293906810036
fp_0633,3,0.002688172043010753
fp_0634,0,0.0
fp_0635,0,0.0
fp_0636,1,0.0008960573476702509
fp_0637,3,0.002688172043010753
fp_0638,3,0.002688172043010753
fp_0639,6,0.005376344086021506
fp_0640,3,0.002688172043010753
fp_0641,18,0.016129032258064516
fp_0642,3,0.002688172043010753
fp_0643,1,0.0008960573476702509
fp_0644,1,0.0008960573476702509
fp_0645,2,0.0017921146953405018
fp_0646,4,0.0035842293906810036
fp_0647,6,0.005376344086021506
fp_0648,0,0.0
fp_0649,6,0.005376344086021506
fp_0650,506,0.45340501792114696
fp_0651,9,0.008064516129032258
fp_0652,2,0.0017921146953405018
fp_0653,2,0.0017921146953405018
fp_0654,4,0.0035842293906810036
fp_0655,3,0.002688172043010753
fp_0656,76,0.06810035842293907
fp_0657,1,0.0008960573476702509
fp_0658,10,0.008960573476702509
fp_0659,0,0.0
fp_0660,2,0.0017921146953405018
fp_0661,18,0.016129032258064516
fp_0662,2,0.0017921146953405018
fp_0663,0,0.0
fp_0664,10,0.008960573476702509
fp_0665,1,0.0008960573476702509
fp_0666,30,0.026881720430107527
fp_0667,9,0.008064516129032258
fp_0668,7,0.0062724014336917565
fp_0669,1,0.0008960573476702509
fp_0670,1,0.0008960573476702509
fp_0671,2,0.0017921146953405018
fp_0672,1,0.0008960573476702509
fp_0673,2,0.0017921146953405018
fp_0674,40,0.035842293906810034
fp_0675,23,0.02060931899641577
fp_0676,1,0.0008960573476702509
fp_0677,17,0.015232974910394265
fp_0678,0,0.0
fp_0679,18,0.016129032258064516
fp_0680,19,0.017025089605734768
fp_0681,1,0.0008960573476702509
fp_0682,4,0.0035842293906810036
fp_0683,1,0.0008960573476702509
fp_0684,3,0.002688172043010753
fp_0685,3,0.002688172043010753
fp_0686,2,0.0017921146953405018
fp_0687,4,0.0035842293906810036
fp_0688,2,0.0017921146953405018
fp_0689,1,0.0008960573476702509
fp_0690,10,0.008960573476702509
fp_0691,13,0.011648745519713262
fp_0692,6,0.005376344086021506
fp_0693,7,0.0062724014336917565
fp_0694,93,0.08333333333333333
fp_0695,245,0.21953405017921146
fp_0696,4,0.0035842293906810036
fp_0697,2,0.0017921146953405018
fp_0698,4,0.0035842293906810036
fp_0699,19,0.017025089605734768
fp_0700,0,0.0
fp_0701,5,0.004480286738351254
fp_0702,1,0.0008960573476702509
fp_0703,30,0.026881720430107527
fp_0704,4,0.0035842293906810036
fp_0705,1,0.0008960573476702509
fp_0706,2,0.0017921146953405018
fp_0707,3,0.002688172043010753
fp_0708,0,0.0
fp_0709,1,0.0008960573476702509
fp_0710,0,0.0
fp_0711,4,0.0035842293906810036
fp_0712,1,0.0008960573476702509
fp_0713,49,0.04390681003584229
fp_0714,0,0.0
fp_0715,64,0.05734767025089606
fp_0716,23,0.02060931899641577
fp_0717,8,0.007168458781362007
fp_0718,36,0.03225806451612903
fp_0719,0,0.0
fp_0720,0,0.0
fp_0721,0,0.0
fp_0722,4,0.0035842293906810036
fp_0723,3,0.002688172043010753
fp_0724,9,0.008064516129032258
fp_0725,25,0.022401433691756272
fp_0726,0,0.0
fp_0727,3,0.002688172043010753
fp_0728,53,0.047491039426523295
fp_0729,2,0.0017921146953405018
fp_0730,2,0.0017921146953405018
fp_0731,0,0.0
fp_0732,6,0.005376344086021506
fp_0733,2,0.0017921146953405018
fp_0734,3,0.002688172043010753
fp_0735,1,0.0008960573476702509
fp_0736,20,0.017921146953405017
fp_0737,2,0.0017921146953405018
fp_0738,5,0.004480286738351254
fp_0739,34,0.03046594982078853
fp_0740,1,0.0008960573476702509
fp_0741,2,0.0017921146953405018
fp_0742,1,0.0008960573476702509
fp_0743,1,0.0008960573476702509
fp_0744,2,0.0017921146953405018
fp_0745,46,0.04121863799283154
fp_0746,1,0.0008960573476702509
fp_0747,7,0.0062724014336917565
fp_0748,11,0.00985663082437276
fp_0749,1,0.0008960573476702509
fp_0750,16,0.014336917562724014
fp_0751,10,0.008960573476702509
fp_0752,4,0.0035842293906810036
fp_0753,59,0.0528673835125448
fp_0754,3,0.002688172043010753
fp_0755,2,0.0017921146953405018
fp_0756,1,0.0008960573476702509
fp_0757,9,0.008064516129032258
fp_0758,12,0.010752688172043012
fp_0759,9,0.008064516129032258
fp_0760,17,0.015232974910394265
fp_0761,2,0.0017921146953405018
fp_0762,7,0.0062724014336917565
fp_0763,4,0.0035842293906810036
fp_0764,5,0.004480286738351254
fp_0765,2,0.0017921146953405018
fp_0766,7,0.0062724014336917565
fp_0767,2,0.0017921146953405018
fp_0768,11,0.00985663082437276
fp_0769,11,0.00985663082437276
fp_0770,11,0.00985663082437276
fp_0771,4,0.0035842293906810036
fp_0772,16,0.014336917562724014
fp_0773,5,0.004480286738351254
fp_0774,1,0.0008960573476702509
fp_0775,4,0.0035842293906810036
fp_0776,3,0.002688172043010753
fp_0777,0,0.0
fp_0778,1,0.0008960573476702509
fp_0779,1,0.0008960573476702509
fp_0780,2,0.0017921146953405018
fp_0781,14,0.012544802867383513
fp_0782,4,0.0035842293906810036
fp_0783,5,0.004480286738351254
fp_0784,2,0.0017921146953405018
fp_0785,2,0.0017921146953405018
fp_0786,4,0.0035842293906810036
fp_0787,21,0.01881720430107527
fp_0788,2,0.0017921146953405018
fp_0789,2,0.0017921146953405018
fp_0790,23,0.02060931899641577
fp_0791,1,0.0008960573476702509
fp_0792,1,0.0008960573476702509
fp_0793,0,0.0
fp_0794,164,0.14695340501792115
fp_0795,4,0.0035842293906810036
fp_0796,1,0.0008960573476702509
fp_0797,6,0.005376344086021506
fp_0798,9,0.008064516129032258
fp_0799,3,0.002688172043010753
fp_0800,1,0.0008960573476702509
fp_0801,1,0.0008960573476702509
fp_0802,16,0.014336917562724014
fp_0803,20,0.017921146953405017
fp_0804,3,0.002688172043010753
fp_0805,4,0.0035842293906810036
fp_0806,20,0.017921146953405017
fp_0807,477,0.4274193548387097
fp_0808,10,0.008960573476702509
fp_0809,16,0.014336917562724014
fp_0810,0,0.0
fp_0811,8,0.007168458781362007
fp_0812,1,0.0008960573476702509
fp_0813,0,0.0
fp_0814,1,0.0008960573476702509
fp_0815,1,0.0008960573476702509
fp_0816,63,0.056451612903225805
fp_0817,2,0.0017921146953405018
fp_0818,0,0.0
fp_0819,1,0.0008960573476702509
fp_0820,10,0.008960573476702509
